split	en	bn
train	The translation model is trained for language identification.	অনুবাদ মডেলটি ভাষা শনাক্তকরণের জন্য প্রশিক্ষিত।
train	Please send the message after lunch.	দয়া করে দুপুরের খাবারের পরে বার্তাটি পাঠান।
train	My friend will finish the project during the holiday.	আমার বন্ধু ছুটির সময় প্রকল্পটি শেষ করবে।
train	The pharmacist explained hand hygiene to the patient.	ফার্মাসিস্ট রোগীকে হাতের পরিচ্ছন্নতা সম্পর্কে বুঝিয়ে বলেছেন।
train	Please send the message without delay.	দয়া করে বিলম্ব না করে বার্তাটি পাঠান।
train	my sister likes chicken.	আমার বোন মুরগির মাংস পছন্দ করে।
train	The student studies mathematics in the evening.	শিক্ষার্থী গণিত সন্ধ্যায় পড়ে।
train	The shopkeeper packed seven books.	দোকানদার সাতটি বই প্যাক করেছে।
train	The student studies computer science during the weekend.	শিক্ষার্থী কম্পিউটার বিজ্ঞান সাপ্তাহিক ছুটিতে পড়ে।
train	The student prepared breakfast at noon.	শিক্ষার্থী দুপুরে সকালের নাশতা তৈরি করেছে।
train	The student repaired the bicycle before lunch.	শিক্ষার্থী দুপুরের খাবারের আগে সাইকেলটি মেরামত করেছে।
train	The physiotherapist explained healthy eating to the patient.	ফিজিওথেরাপিস্ট রোগীকে স্বাস্থ্যকর খাদ্যাভ্যাস সম্পর্কে বুঝিয়ে বলেছেন।
train	The student sent the email before lunch.	শিক্ষার্থী দুপুরের খাবারের আগে ইমেইলটি পাঠিয়েছে।
train	The student studies history at night.	শিক্ষার্থী ইতিহাস রাতে পড়ে।
train	The pharmacy is library the south of.	ওষুধের দোকানটি গ্রন্থাগারটির দক্ষিণে।
